measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Kerosene-Combined Cycle Steam Part Generation,Kerosene-Combined Cycle Steam Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Steam Part Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2019-10-01,44.02,643.0,643.0,16.897,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,17141.98,250431.0,250431.0,6580.103,0.0,0.0,15.539,345.0,345.0,,,,0.0,0.0,0.0,,,,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.214,249.0,249.0,,,,,,,0.0,0.0,0.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.266,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.793,262.0,262.0,,,,,,,0.0,0.0,0.0,,,
2020-01-01,0.683,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1356.317,22833.0,22833.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,639.0,11517.0,11517.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9993.0,147588.0,147588.0,1991.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,252.0,5599.0,5599.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,23057.0,326130.0,326130.0,7803.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7213.0,107818.0,107818.0,1933.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14600.0,214721.0,214721.0,5420.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16894.0,252753.0,252753.0,6819.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6696.0,106707.0,106707.0,2511.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18375.0,253701.0,253701.0,6834.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,891.0,12761.0,12761.0,165.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2400.0,36761.0,36761.0,476.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2526.0,37052.0,37052.0,537.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8297.0,118189.0,118189.0,2991.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12698.0,183693.0,183693.0,3610.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10366.0,159188.0,159188.0,3914.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7334.0,107350.0,107350.0,2383.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11951.0,171951.0,171951.0,4020.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-09-01,544.78,7604.0,7604.0,181.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14004.22,195465.0,195465.0,4656.843,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-10-01,1.251,17.0,17.0,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,15871.749,220821.0,220821.0,5603.558,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3675.0,52020.0,52020.0,1033.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16604.0,242211.0,242211.0,6465.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-01-01,3.898,54.0,54.0,1.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7177.102,99429.0,99429.0,2064.879,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-02-01,3.416,49.0,49.0,1.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3979.584,56616.0,56616.0,1342.847,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11699.0,167292.0,167292.0,4045.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7008.0,102379.0,102379.0,1815.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-06-01,490.175,6367.0,6367.0,136.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18813.825,244362.0,244362.0,5257.033,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-07-01,8.178,103.0,103.0,1.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,29846.822,374437.0,374437.0,4213.845,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-08-01,16.579,205.0,205.0,2.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,35879.421,444070.0,444070.0,5296.553,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-09-01,1.72,22.0,22.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,26571.28,333711.0,333711.0,3992.742,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-10-01,2.079,27.0,27.0,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3131.921,40669.0,40669.0,416.723,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2022-12-01,2.685,38.0,38.0,0.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10984.315,154619.0,154619.0,3900.047,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-01-01,1.774,40.0,40.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10985.226,247111.0,247111.0,3900.37,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7876.0,107749.0,107749.0,2707.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-03-01,2.171,29.0,29.0,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27689.829,363454.0,363454.0,7480.413,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,44646.0,590048.0,590048.0,14273.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7661.0,98784.0,98784.0,2786.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,26460.0,343980.0,343980.0,9706.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-07-01,4.241,51.0,51.0,1.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14793.759,178957.0,178957.0,4510.707,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-08-01,4.835,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3552.165,46060.0,46060.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-09-01,11.79,148.0,148.0,2.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5966.21,74993.0,74993.0,1257.515,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-10-01,27.344,342.0,342.0,9.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6594.656,82482.0,82482.0,2312.412,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12342.0,171969.0,171969.0,4832.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2023-12-01,8.378,114.0,114.0,3.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11115.622,151260.0,151260.0,4064.936,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10902.0,146468.0,146468.0,4266.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-03-01,4.411,59.0,59.0,1.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,37214.589,501143.0,501143.0,13660.381,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-04-01,4.282,59.0,59.0,1.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,30619.718,424730.0,424730.0,12106.307,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,30563.0,426422.0,426422.0,12796.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-08-01,38.207,518.0,518.0,16.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,35874.793,486761.0,486761.0,15246.762,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-09-01,8.372,103.0,103.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24311.628,297953.0,297953.0,9584.7,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-10-01,21.622,292.0,292.0,6.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8303.378,111983.0,111983.0,2450.619,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,15838.0,218966.0,218966.0,5054.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,21896.0,293721.0,293721.0,7288.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
