measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Other - Combined Cycle Combustion Turbine Part - Other - Generation,Other - Combined Cycle Combustion Turbine Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Combustion Turbine Part - Other - Total Fuel Consumed,Other - Combined Cycle Steam Part - Other - Generation,Other - Combined Cycle Steam Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Steam Part - Other - Total Fuel Consumed,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Generation,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.348,158.0,158.0,,,,-106.0,7687.0,7687.0,217.0,0.0,0.0,42.527,2686.0,2686.0,,,,,,,,,,,,,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.949,169.0,169.0,,,,2829.0,47098.0,47098.0,937.0,0.0,0.0,37.687,2380.0,2380.0,,,,,,,,,,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.243,269.0,269.0,,,,20557.0,238767.0,238767.0,5629.0,0.0,0.0,44.403,2805.0,2805.0,,,,,,,,,,,,,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.904,181.0,181.0,,,,12744.0,149841.0,149841.0,3329.0,0.0,0.0,43.893,2773.0,2773.0,,,,,,,,,,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.034,257.0,257.0,,,,10059.0,132201.0,132201.0,2321.0,0.0,0.0,50.091,3164.0,3164.0,,,,,,,,,,,,,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.114,169.0,169.0,,,,12578.0,221947.0,221947.0,3519.0,0.0,0.0,64.164,4052.0,4052.0,,,,,,,,,,,,,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.593,222.0,222.0,,,,17560.0,209834.0,209834.0,4813.0,0.0,0.0,78.713,4971.0,4971.0,,,,,,,,,,,,,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.21,304.0,304.0,,,,11047.0,141876.0,141876.0,3170.0,0.0,0.0,75.142,4746.0,4746.0,,,,,,,,,,,,,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.716,117.0,117.0,,,,7225.0,102176.0,102176.0,2100.0,0.0,0.0,55.416,3500.0,3500.0,,,,,,,,,,,,,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.357,175.0,175.0,,,,6611.0,98021.0,98021.0,2105.0,0.0,0.0,48.972,3093.0,3093.0,,,,,,,,,,,,,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.368,163.0,163.0,,,,1595.0,27552.0,27552.0,609.0,0.0,0.0,40.728,2573.0,2573.0,,,,,,,,,,,,,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.164,152.0,152.0,,,,4302.0,63471.0,63471.0,1167.0,0.0,0.0,53.264,3365.0,3365.0,,,,,,,,,,,,,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.143,123.0,123.0,,,,16478.0,209043.0,209043.0,4199.0,0.0,0.0,25.204,2454.0,2454.0,,,,,,,,,,,,,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.78,193.0,193.0,,,,7158.0,95487.0,95487.0,1974.0,0.0,0.0,22.67,2207.0,2207.0,,,,,,,,,,,,,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.404,187.0,187.0,,,,6949.0,96681.0,96681.0,2083.0,0.0,0.0,22.92,2232.0,2232.0,,,,,,,,,,,,,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.902,496.0,496.0,,,,10669.0,136939.0,136939.0,2831.0,0.0,0.0,21.278,2072.0,2072.0,,,,,,,,,,,,,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.586,496.0,496.0,,,,10981.0,131140.0,131140.0,2581.0,0.0,0.0,28.792,2803.0,2803.0,,,,,,,,,,,,,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.17,269.0,269.0,,,,20028.0,239047.0,239047.0,4936.0,0.0,0.0,31.402,3058.0,3058.0,,,,,,,,,,,,,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.209,152.0,152.0,,,,32294.0,366731.0,366731.0,7523.0,0.0,0.0,39.049,3802.0,3802.0,,,,,,,,,,,,,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.523,175.0,175.0,,,,26302.0,305855.0,305855.0,6497.0,0.0,0.0,36.355,3540.0,3540.0,,,,,,,,,,,,,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.613,117.0,117.0,,,,13884.0,173147.0,173147.0,3800.0,0.0,0.0,30.843,3003.0,3003.0,,,,,,,,,,,,,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.667,210.0,210.0,,,,9910.0,129453.0,129453.0,2725.0,0.0,0.0,25.913,2523.0,2523.0,,,,,,,,,,,,,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.752,234.0,234.0,,,,12297.0,152710.0,152710.0,3148.0,0.0,0.0,22.37,2178.0,2178.0,,,,,,,,,,,,,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.251,163.0,163.0,,,,10827.0,143161.0,143161.0,2909.0,0.0,0.0,24.204,2356.0,2356.0,,,,,,,,,,,,,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.902,128.0,128.0,,,,16837.0,209153.0,209153.0,4470.0,0.0,0.0,62.515,3150.0,3150.0,,,,,,,,,,,,,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.206,228.0,228.0,,,,8364.0,111316.0,111316.0,2213.0,0.0,0.0,50.256,2534.0,2534.0,,,,,,,,,,,,,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.875,146.0,146.0,,,,18518.0,221835.0,221835.0,4830.0,0.0,0.0,54.001,2722.0,2722.0,,,,,,,,,,,,,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.002,350.0,350.0,,,,10334.0,130702.0,130702.0,3088.0,0.0,0.0,48.657,2453.0,2453.0,,,,,,,,,,,,,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.045,385.0,385.0,,,,19959.0,241434.0,241434.0,5510.0,0.0,0.0,66.187,3336.0,3336.0,,,,,,,,,,,,,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.683,239.0,239.0,,,,2024.0,32080.0,32080.0,729.0,0.0,0.0,76.355,3849.0,3849.0,,,,,,,,,,,,,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.948,140.0,140.0,,,,24426.0,284147.0,284147.0,6714.0,0.0,0.0,87.861,4429.0,4429.0,,,,,,,,,,,,,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65,134.0,134.0,,,,28942.0,340238.0,340238.0,8138.0,0.0,0.0,94.592,4769.0,4769.0,,,,,,,,,,,,,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.257,111.0,111.0,,,,23430.0,280821.0,280821.0,6878.0,0.0,0.0,81.753,4121.0,4121.0,,,,,,,,,,,,,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.238,140.0,140.0,,,,17915.0,214864.0,214864.0,4973.0,0.0,0.0,63.392,3195.0,3195.0,,,,,,,,,,,,,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.203,362.0,362.0,,,,5918.0,75572.0,75572.0,1465.0,0.0,0.0,57.5,2899.0,2899.0,,,,,,,,,,,,,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.991,88.0,88.0,,,,1881.0,31068.0,31068.0,550.0,0.0,0.0,63.931,3222.0,3222.0,,,,,,,,,,,,,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.066,105.0,105.0,,,,1539.0,30037.0,30037.0,528.0,0.0,0.0,-6.132,1396.0,1396.0,,,,,,,,,,,,,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.628,263.0,263.0,,,,6208.0,81837.0,81837.0,1554.0,0.0,0.0,-5.835,1326.0,1326.0,,,,,,,,,,,,,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.015,117.0,117.0,,,,9464.0,112856.0,112856.0,2491.0,0.0,0.0,-5.686,1293.0,1293.0,,,,,,,,,,,,,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.855,169.0,169.0,,,,5086.0,69196.0,69196.0,1411.0,0.0,0.0,-5.062,1151.0,1151.0,,,,,,,,,,,,,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.496,187.0,187.0,,,,5349.0,83119.0,83119.0,1587.0,0.0,0.0,-6.061,1378.0,1378.0,,,,,,,,,,,,,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.297,163.0,163.0,,,,7268.0,104304.0,104304.0,2132.0,0.0,0.0,-7.168,1630.0,1630.0,,,,,,,,,,,,,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.548,134.0,134.0,,,,11350.0,153181.0,153181.0,3430.0,0.0,0.0,-8.722,1983.0,1983.0,,,,,,,,,,,,,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.324,99.0,99.0,,,,19829.0,237270.0,237270.0,5424.0,0.0,0.0,-8.441,1919.0,1919.0,,,,,,,,,,,,,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.091,169.0,169.0,,,,10072.0,129139.0,129139.0,2861.0,0.0,0.0,-6.966,1584.0,1584.0,,,,,,,,,,,,,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.446,123.0,123.0,,,,1268.0,19452.0,19452.0,446.0,0.0,0.0,-6.024,1369.0,1369.0,,,,,,,,,,,,,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.738,117.0,117.0,,,,-285.0,0.0,0.0,0.0,0.0,0.0,-4.718,1073.0,1073.0,,,,,,,,,,,,,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.496,146.0,146.0,,,,-462.0,49.0,49.0,0.0,0.0,0.0,-5.185,1179.0,1179.0,,,,,,,,,,,,,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.226,385.0,385.0,,,,2797.0,50471.0,50471.0,769.0,0.0,0.0,-517.122,246.0,246.0,,,,,,,,,,,,,,,
2021-02-01,9656.105,106730.0,106730.0,2378.338,0.0,0.0,0.0,0.0,0.0,59.716,631.0,631.0,,,,15844.895,175136.0,175136.0,3902.662,0.0,0.0,-502.878,240.0,240.0,,,,,,,,,,,,,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.562,309.0,309.0,,,,9428.0,127079.0,127079.0,2640.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.627,304.0,304.0,,,,10759.0,136431.0,136431.0,3040.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,72.619,765.0,765.0,,,,9565.0,119325.0,119325.0,2575.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.998,315.0,315.0,,,,13467.0,163647.0,163647.0,3391.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.936,304.0,304.0,,,,17102.0,221886.0,221886.0,4725.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.386,175.0,175.0,,,,19750.0,246808.0,246808.0,5851.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.859,263.0,263.0,,,,19793.0,242484.0,242484.0,5719.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,35.759,379.0,379.0,,,,21834.0,263657.0,263657.0,6041.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49.107,520.0,520.0,,,,10628.0,129548.0,129548.0,2952.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2021-12-01,98.322,1284.0,1284.0,27.597,0.0,0.0,,,,36.205,379.0,379.0,,,,8473.678,110689.0,110689.0,2378.403,0.0,0.0,,,,,,,,,,,,,,,,,,
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.262,438.0,438.0,,,,13817.0,167960.0,167960.0,3427.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.289,204.0,204.0,,,,9246.0,130112.0,130112.0,2394.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.466,286.0,286.0,,,,15655.0,187782.0,187782.0,4100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.277,216.0,216.0,,,,16523.0,196817.0,196817.0,4323.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.635,362.0,362.0,,,,33232.0,385401.0,385401.0,8912.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.437,309.0,309.0,,,,41147.0,450489.0,450489.0,10375.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.696,286.0,286.0,,,,43408.0,487480.0,487480.0,11280.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.632,140.0,140.0,,,,38424.0,435256.0,435256.0,9833.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.617,391.0,391.0,,,,37471.0,409102.0,409102.0,9446.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-10-01,164.169,1868.0,1868.0,42.736,0.0,0.0,0.0,0.0,0.0,24.731,327.0,327.0,,,,20767.831,236327.0,236327.0,5406.264,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.48,403.0,403.0,,,,9647.0,119433.0,119433.0,2502.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-12-01,8.808,99.0,99.0,2.184,0.0,0.0,0.0,0.0,0.0,36.478,479.0,479.0,,,,25793.192,290640.0,290640.0,6396.816,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.241,239.0,239.0,,,,8451.0,110837.0,110837.0,2238.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.196,111.0,111.0,,,,9871.0,116716.0,116716.0,2627.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-03-01,30.61,356.0,356.0,8.271,0.0,0.0,0.0,0.0,0.0,20.144,216.0,216.0,,,,24982.39,290651.0,290651.0,6750.729,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.509,472.0,472.0,,,,10578.0,135505.0,135505.0,2988.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.321,268.0,268.0,,,,23920.0,280089.0,280089.0,6174.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.654,210.0,210.0,,,,31553.0,365705.0,365705.0,8217.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.15,239.0,239.0,,,,34162.0,398562.0,398562.0,8840.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.967,309.0,309.0,,,,43784.0,493054.0,493054.0,11133.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.549,303.0,303.0,,,,35260.0,400074.0,400074.0,8936.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.657,146.0,146.0,,,,16373.0,188299.0,188299.0,4083.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-11-01,9.295,123.0,123.0,2.438,0.0,0.0,0.0,0.0,0.0,22.847,245.0,245.0,,,,7398.705,97583.0,97583.0,1940.562,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.765,327.0,327.0,,,,2829.0,31970.0,31970.0,820.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.774,397.0,397.0,,,,11226.0,132132.0,132132.0,2925.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.177,88.0,88.0,,,,3972.0,56121.0,56121.0,1174.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.437,93.0,93.0,,,,19515.0,239683.0,239683.0,5355.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-04-01,2.715,35.0,35.0,0.791,0.0,0.0,0.0,0.0,0.0,11.552,123.0,123.0,,,,16914.285,218205.0,218205.0,4927.209,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.391,175.0,175.0,,,,19510.0,238307.0,238307.0,5308.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.021,140.0,140.0,,,,25689.0,303047.0,303047.0,6923.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.383,123.0,123.0,,,,13319.0,167858.0,167858.0,3914.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-08-01,188.558,2312.0,2312.0,56.001,0.0,0.0,0.0,0.0,0.0,10.632,117.0,117.0,,,,17249.442,211489.0,211489.0,5122.999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.964,117.0,117.0,,,,5219.0,76319.0,76319.0,1175.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.726,117.0,117.0,,,,8967.0,115366.0,115366.0,2536.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.782,93.0,93.0,,,,3586.0,45442.0,45442.0,1032.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-01,7.531,93.0,93.0,2.158,0.0,0.0,0.0,0.0,0.0,10.161,111.0,111.0,,,,6255.469,77589.0,77589.0,1792.842,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
