measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Other Biomass Gas Generation,Other Biomass Gas Quantity Consumed For Electricity,Other Biomass Gas Total Fuel Consumed,Other Biomass Solids Generation,Other Biomass Solids Quantity Consumed For Electricity,Other Biomass Solids Total Fuel Consumed,Other Generation,Other Quantity Consumed For Electricity,Other Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2018-09-01,0.0,0.0,0.0,1331.832,6760.0,79546.0,0.0,0.0,0.0,1454.854,13245.0,13245.0,3323.386,16869.0,198494.0,211.819,1075.0,12651.0,22.872,116.0,1366.0,,,,0.0,0.0,0.0,3043.13,15446.0,181756.0
2018-10-01,0.0,0.0,0.0,1406.993,7142.0,82753.0,0.0,0.0,0.0,1554.498,14152.0,14152.0,4720.189,23959.0,277620.0,204.9,1040.0,12051.0,24.933,127.0,1466.0,,,,0.0,0.0,0.0,2251.115,11426.0,132400.0
2018-11-01,0.0,0.0,0.0,1406.303,7138.0,86037.0,0.0,0.0,0.0,1680.638,15301.0,15301.0,3903.9,19815.0,238838.0,239.574,1216.0,14657.0,23.843,121.0,1459.0,,,,0.0,0.0,0.0,3293.79,16719.0,201512.0
2018-12-01,0.0,0.0,0.0,1112.062,5645.0,64895.0,0.0,0.0,0.0,1767.351,16090.0,16090.0,3356.803,17038.0,195890.0,205.75,1044.0,12007.0,16.408,83.0,958.0,,,,0.0,0.0,0.0,3746.172,19015.0,218612.0
2019-01-01,0.0,0.0,0.0,1261.925,6405.0,77866.0,15.192,77.0,937.0,1687.554,15028.0,15028.0,4311.092,21882.0,266011.0,241.76,1227.0,14918.0,25.731,131.0,1588.0,,,,0.0,0.0,0.0,3428.481,17402.0,211550.0
2019-02-01,0.0,0.0,0.0,1231.819,6252.0,74124.0,8.16,41.0,491.0,1381.377,12301.0,12301.0,4157.172,21101.0,250156.0,198.799,1009.0,11963.0,19.449,99.0,1170.0,,,,0.0,0.0,0.0,2770.901,14065.0,166738.0
2019-03-01,0.0,0.0,0.0,1310.194,6650.0,77250.0,0.216,1.0,13.0,1703.026,15165.0,15165.0,4616.0,23430.0,272161.0,237.511,1206.0,14004.0,24.568,125.0,1449.0,,,,0.0,0.0,0.0,3047.677,15469.0,179692.0
2019-04-01,0.0,0.0,0.0,1274.702,6470.0,77632.0,0.0,0.0,0.0,1464.691,13043.0,13043.0,3653.727,18546.0,222518.0,220.741,1120.0,13444.0,8.466,43.0,516.0,,,,0.0,0.0,0.0,3378.471,17148.0,205755.0
2019-05-01,0.0,0.0,0.0,910.016,4619.0,53851.0,3.448,18.0,204.0,1525.76,13587.0,13587.0,3164.109,16060.0,187238.0,145.719,740.0,8623.0,22.958,117.0,1359.0,,,,0.0,0.0,0.0,2849.407,14463.0,168615.0
2019-06-01,0.0,0.0,0.0,1298.432,6591.0,78447.0,0.0,0.0,0.0,1348.356,12007.0,12007.0,2797.947,14202.0,169043.0,222.492,1129.0,13442.0,26.55,135.0,1604.0,,,,0.0,0.0,0.0,3201.576,16251.0,193429.0
2019-07-01,0.0,0.0,0.0,1215.429,6169.0,73979.0,0.0,0.0,0.0,1491.219,13279.0,13279.0,3079.855,15633.0,187460.0,232.748,1181.0,14167.0,28.236,143.0,1719.0,,,,0.0,0.0,0.0,2693.037,13669.0,163916.0
2019-08-01,0.0,0.0,0.0,1234.213,6265.0,75074.0,0.0,0.0,0.0,1503.377,13388.0,13388.0,2642.805,13414.0,160754.0,165.686,841.0,10078.0,35.924,182.0,2185.0,,,,0.0,0.0,0.0,3384.823,17181.0,205889.0
2019-09-01,0.0,0.0,0.0,1134.7,5760.0,68070.0,0.0,0.0,0.0,1515.121,13492.0,13492.0,2878.5,14611.0,172680.0,117.664,597.0,7059.0,37.107,188.0,2226.0,,,,0.0,0.0,0.0,3353.099,17020.0,201150.0
2019-10-01,0.0,0.0,0.0,1216.932,6177.0,72538.0,0.0,0.0,0.0,1699.434,15133.0,15133.0,3444.898,17486.0,205341.0,200.803,1019.0,11969.0,36.384,185.0,2169.0,,,,0.0,0.0,0.0,3354.761,17028.0,199968.0
2019-11-01,0.0,0.0,0.0,1249.382,6342.0,71178.0,0.0,0.0,0.0,1716.705,15287.0,15287.0,3815.144,19365.0,217350.0,230.416,1170.0,13127.0,34.621,176.0,1972.0,,,,0.0,0.0,0.0,3346.748,16987.0,190665.0
2019-12-01,0.0,0.0,0.0,1347.786,6841.0,79598.0,0.0,0.0,0.0,1676.36,14928.0,14928.0,4128.52,20956.0,243824.0,199.854,1014.0,11803.0,39.355,200.0,2324.0,,,,0.0,0.0,0.0,3184.546,16164.0,188074.0
2020-01-01,0.0,0.0,0.0,1280.169,6498.0,76598.0,0.0,0.0,0.0,1643.737,14411.0,14411.0,3918.577,19890.0,234466.0,213.304,1083.0,12763.0,37.983,193.0,2273.0,,,,0.0,0.0,0.0,3455.789,17541.0,206775.0
2020-02-01,0.0,0.0,0.0,1237.414,6281.0,73250.0,0.0,0.0,0.0,1457.404,12777.0,12777.0,3712.885,18846.0,219787.0,197.524,1003.0,11693.0,26.026,132.0,1541.0,,,,0.0,0.0,0.0,3217.253,16330.0,190447.0
2020-03-01,0.0,0.0,0.0,1291.704,6556.0,77282.0,0.0,0.0,0.0,1612.213,14134.0,14134.0,3619.056,18370.0,216527.0,243.19,1234.0,14550.0,27.499,140.0,1645.0,,,,0.0,0.0,0.0,3356.578,17037.0,200823.0
2020-04-01,0.0,0.0,0.0,1286.008,6528.0,76732.0,0.0,0.0,0.0,1561.773,13692.0,13692.0,3639.676,18474.0,217168.0,224.311,1139.0,13384.0,27.574,140.0,1645.0,,,,0.0,0.0,0.0,2788.119,14152.0,166358.0
2020-05-01,0.0,0.0,0.0,1253.369,6362.0,76294.0,0.0,0.0,0.0,1644.409,14417.0,14417.0,2957.01,15009.0,179997.0,222.093,1127.0,13519.0,25.709,130.0,1565.0,,,,0.0,0.0,0.0,3243.425,16463.0,197431.0
2020-06-01,0.0,0.0,0.0,1145.714,5815.0,71572.0,0.0,0.0,0.0,1604.835,14070.0,14070.0,3051.386,15488.0,190617.0,202.585,1028.0,12655.0,24.123,122.0,1507.0,,,,0.0,0.0,0.0,2497.074,12675.0,155990.0
2020-07-01,0.0,0.0,0.0,918.421,4662.0,59987.0,0.0,0.0,0.0,1593.7,13972.0,13972.0,2429.549,12332.0,158687.0,164.859,837.0,10768.0,19.67,100.0,1285.0,,,,0.0,0.0,0.0,2606.699,13231.0,170258.0
2020-08-01,0.0,0.0,0.0,879.64,4465.0,53192.0,0.211,1.0,13.0,1503.552,13182.0,13182.0,3486.254,17696.0,210815.0,164.563,835.0,9951.0,24.601,125.0,1488.0,,,,0.0,0.0,0.0,1735.656,8810.0,104956.0
2020-09-01,0.0,0.0,0.0,801.242,4067.0,74561.0,0.0,0.0,0.0,1588.737,13928.0,13928.0,1641.475,8332.0,152750.0,132.018,670.0,12285.0,17.128,87.0,1594.0,,,,0.0,0.0,0.0,2083.838,10577.0,193915.0
2020-10-01,0.0,0.0,0.0,755.074,3833.0,71989.0,1.539,8.0,147.0,1584.578,13892.0,13892.0,1908.702,9688.0,181976.0,133.703,679.0,12747.0,14.286,73.0,1362.0,,,,0.0,0.0,0.0,2169.693,11013.0,206859.0
2020-11-01,0.0,0.0,0.0,1217.47,6180.0,71899.0,0.0,0.0,0.0,1671.91,14658.0,14658.0,3470.313,17615.0,204942.0,220.618,1120.0,13029.0,30.098,153.0,1777.0,,,,0.0,0.0,0.0,3543.831,17988.0,209284.0
2020-12-01,0.0,0.0,0.0,1283.269,6514.0,76381.0,0.0,0.0,0.0,1790.632,15698.0,15698.0,3623.639,18393.0,215682.0,220.3,1118.0,13112.0,30.512,155.0,1816.0,,,,0.0,0.0,0.0,3820.125,19390.0,227377.0
2021-01-01,0.0,0.0,0.0,1360.421,6905.0,89030.0,0.0,0.0,0.0,1448.225,12808.0,12808.0,3603.795,18292.0,235844.0,220.328,1118.0,14419.0,14.304,73.0,936.0,,,,0.0,0.0,0.0,3938.406,19991.0,257742.0
2021-02-01,0.0,0.0,0.0,822.554,4175.0,67371.0,2732.608,13870.0,223814.0,1149.142,10163.0,10163.0,2709.498,13753.0,221921.0,135.986,690.0,11138.0,15.688,80.0,1285.0,,,,0.0,0.0,0.0,1878.738,9536.0,153878.0
2021-03-01,0.0,0.0,0.0,1339.886,6801.0,78959.0,0.0,0.0,0.0,1270.626,11237.0,11237.0,3866.059,19623.0,227825.0,189.377,961.0,11160.0,22.498,114.0,1326.0,,,,0.0,0.0,0.0,3470.717,17617.0,204527.0
2021-04-01,0.0,0.0,0.0,1316.873,6684.0,78070.0,0.0,0.0,0.0,1311.369,11598.0,11598.0,3115.711,15815.0,184713.0,203.517,1033.0,12065.0,24.351,124.0,1444.0,,,,0.0,0.0,0.0,3429.115,17405.0,203293.0
2021-05-01,0.0,0.0,0.0,1386.661,7038.0,76470.0,0.0,0.0,0.0,1230.214,10880.0,10880.0,3992.736,20266.0,220187.0,230.328,1169.0,12702.0,18.079,92.0,997.0,,,,0.0,0.0,0.0,2831.479,14372.0,156147.0
2021-06-01,0.0,0.0,0.0,1280.397,6499.0,71593.0,0.0,0.0,0.0,1197.405,10590.0,10590.0,2921.748,14830.0,163368.0,187.257,950.0,10470.0,17.831,91.0,997.0,,,,0.0,0.0,0.0,3112.877,15800.0,174055.0
2021-07-01,0.0,0.0,0.0,1273.165,6462.0,71626.0,0.0,0.0,0.0,1174.265,10385.0,10385.0,2824.912,14339.0,158925.0,185.562,942.0,10439.0,26.512,135.0,1492.0,,,,0.0,0.0,0.0,3243.569,16464.0,182478.0
2021-08-01,0.0,0.0,0.0,1247.243,6331.0,69682.0,0.0,0.0,0.0,1264.428,11183.0,11183.0,3020.362,15331.0,168744.0,200.355,1017.0,11194.0,22.271,113.0,1244.0,,,,0.0,0.0,0.0,3467.775,17602.0,193740.0
2021-09-01,0.0,0.0,0.0,1097.644,5571.0,80148.0,0.0,0.0,0.0,1083.524,9583.0,9583.0,2013.216,10219.0,147001.0,156.297,793.0,11412.0,13.545,69.0,989.0,,,,0.0,0.0,0.0,2658.754,13495.0,194136.0
2021-10-01,0.0,0.0,0.0,1177.408,5976.0,78226.0,0.0,0.0,0.0,1167.406,10325.0,10325.0,2817.314,14300.0,187179.0,198.246,1006.0,13171.0,14.886,76.0,989.0,,,,0.0,0.0,0.0,3005.92,15257.0,199709.0
2021-11-01,0.0,0.0,0.0,1148.146,5828.0,76759.0,0.0,0.0,0.0,1143.522,10113.0,10113.0,2781.173,14117.0,185935.0,171.259,869.0,11449.0,15.39,78.0,1029.0,,,,0.0,0.0,0.0,3006.577,15261.0,201004.0
2021-12-01,0.0,0.0,0.0,1234.047,6264.0,79803.0,0.0,0.0,0.0,1263.354,11173.0,11173.0,3365.97,17085.0,217670.0,125.498,637.0,8116.0,16.196,82.0,1047.0,,,,0.0,0.0,0.0,3873.14,19659.0,250468.0
2022-01-01,0.0,0.0,0.0,1360.105,6904.0,89023.0,0.0,0.0,0.0,1153.918,3937.0,3937.0,3603.268,18289.0,235844.0,220.296,1118.0,14419.0,14.296,73.0,936.0,,,,0.0,0.0,0.0,3939.289,19995.0,257838.0
2022-02-01,0.0,0.0,0.0,1310.058,6650.0,81673.0,0.0,0.0,0.0,982.432,3352.0,3352.0,3424.318,17381.0,213483.0,141.603,719.0,8828.0,15.009,76.0,936.0,,,,0.0,0.0,0.0,3590.382,18224.0,223836.0
2022-03-01,0.0,0.0,0.0,1424.753,7232.0,90434.0,0.0,0.0,0.0,1279.475,4366.0,4366.0,3691.685,18738.0,234325.0,190.578,967.0,12097.0,17.241,88.0,1094.0,,,,0.0,0.0,0.0,3603.652,18291.0,228737.0
2022-04-01,0.0,0.0,0.0,1286.526,6530.0,83178.0,0.0,0.0,0.0,1344.457,4587.0,4587.0,3680.379,18681.0,237950.0,200.332,1017.0,12952.0,15.332,78.0,991.0,,,,0.0,0.0,0.0,3327.61,16890.0,215142.0
2022-05-01,0.0,0.0,0.0,1451.31,7367.0,90493.0,0.0,0.0,0.0,1425.408,4863.0,4863.0,3878.261,19685.0,241820.0,182.661,927.0,11389.0,18.314,93.0,1142.0,,,,0.0,0.0,0.0,2397.691,12170.0,149503.0
2022-06-01,0.0,0.0,0.0,1309.804,6648.0,81438.0,0.0,0.0,0.0,1324.852,4520.0,4520.0,2602.776,13211.0,161829.0,138.059,701.0,8584.0,18.366,93.0,1142.0,,,,0.0,0.0,0.0,3250.402,16498.0,202096.0
2022-07-01,0.0,0.0,0.0,1278.983,6492.0,81532.0,0.0,0.0,0.0,959.524,3274.0,3274.0,2502.535,12702.0,159531.0,147.312,748.0,9391.0,27.705,141.0,1766.0,,,,0.0,0.0,0.0,3246.675,16479.0,206968.0
2022-08-01,0.0,0.0,0.0,736.299,3737.0,46887.0,0.292,1.0,19.0,1112.285,3795.0,3795.0,2693.487,13672.0,171520.0,80.773,410.0,5144.0,19.303,98.0,1229.0,,,,0.0,0.0,0.0,2295.986,11654.0,146207.0
2022-09-01,0.0,0.0,0.0,1489.781,7562.0,88565.0,0.0,0.0,0.0,1160.196,3959.0,3959.0,2652.238,13462.0,157670.0,147.722,750.0,8782.0,17.083,87.0,1016.0,,,,0.0,0.0,0.0,3179.675,16139.0,189025.0
2022-10-01,0.0,0.0,0.0,1245.203,6320.0,89882.0,0.0,0.0,0.0,922.297,3147.0,3147.0,3731.208,18939.0,269327.0,112.307,570.0,8107.0,19.153,97.0,1383.0,,,,0.0,0.0,0.0,3036.434,15412.0,219177.0
2022-11-01,0.0,0.0,0.0,1365.441,6931.0,84590.0,0.0,0.0,0.0,1297.758,4428.0,4428.0,2965.682,15053.0,183726.0,94.182,478.0,5835.0,20.904,106.0,1295.0,,,,0.0,0.0,0.0,3516.599,17850.0,217856.0
2022-12-01,0.0,0.0,0.0,1259.306,6392.0,79890.0,32.642,166.0,2071.0,1241.918,4237.0,4237.0,2957.054,15009.0,187594.0,62.712,318.0,3978.0,24.178,123.0,1534.0,,,,0.0,0.0,0.0,3862.189,19604.0,245015.0
2023-01-01,0.0,0.0,0.0,1319.693,6698.0,85688.0,0.0,0.0,0.0,1252.0,4272.0,4272.0,3752.286,19046.0,243638.0,46.089,234.0,2993.0,24.281,123.0,1577.0,,,,0.0,0.0,0.0,3603.103,18289.0,233952.0
2023-02-01,0.0,0.0,0.0,1330.103,6751.0,82876.0,0.0,0.0,0.0,1162.0,3965.0,3965.0,3427.065,17395.0,213533.0,94.629,480.0,5896.0,17.29,88.0,1077.0,,,,0.0,0.0,0.0,3365.486,17083.0,209697.0
2023-03-01,0.0,0.0,0.0,1714.788,8704.0,96732.0,0.0,0.0,0.0,1303.0,4446.0,4446.0,4140.996,21019.0,233595.0,85.963,436.0,4849.0,20.362,103.0,1149.0,,,,0.0,0.0,0.0,3630.328,18427.0,204788.0
2023-04-01,0.0,0.0,0.0,1479.1,7508.0,91690.0,0.0,0.0,0.0,1526.0,5207.0,5207.0,3367.942,17095.0,208780.0,3.093,16.0,192.0,20.208,103.0,1253.0,,,,0.0,0.0,0.0,3708.017,18821.0,229861.0
2023-05-01,0.0,0.0,0.0,1806.607,9170.0,92739.0,0.0,0.0,0.0,1604.0,5473.0,5473.0,4196.247,21299.0,215406.0,0.0,0.0,0.0,16.187,82.0,831.0,,,,0.0,0.0,0.0,2531.471,12849.0,129948.0
2023-06-01,0.0,0.0,0.0,2139.632,10860.0,73393.0,0.0,0.0,0.0,1099.0,3750.0,3750.0,4691.782,23815.0,160936.0,0.0,0.0,0.0,31.344,159.0,1075.0,,,,0.0,0.0,0.0,532.513,2703.0,18266.0
2023-07-01,0.0,0.0,0.0,1437.053,7294.0,84371.0,0.0,0.0,0.0,1060.0,3617.0,3617.0,2952.291,14985.0,173333.0,0.0,0.0,0.0,26.8,136.0,1573.0,,,,0.0,0.0,0.0,3281.621,16657.0,192668.0
2023-08-01,0.0,0.0,0.0,1400.12,7107.0,81896.0,0.0,0.0,0.0,890.0,3037.0,3037.0,2524.85,12816.0,147683.0,0.0,0.0,0.0,21.965,111.0,1285.0,,,,0.0,0.0,0.0,3437.772,17449.0,201082.0
2023-09-01,0.0,0.0,0.0,1230.732,6247.0,72550.0,0.0,0.0,0.0,686.0,2341.0,2341.0,2659.791,13501.0,156791.0,0.0,0.0,0.0,19.608,100.0,1156.0,,,,0.0,0.0,0.0,3594.613,18246.0,211897.0
2023-10-01,0.0,0.0,0.0,1309.962,6649.0,76598.0,0.0,0.0,0.0,865.0,2951.0,2951.0,3088.851,15678.0,180617.0,0.0,0.0,0.0,23.246,118.0,1359.0,,,,0.0,0.0,0.0,3880.695,19698.0,226919.0
2023-11-01,0.0,0.0,0.0,1278.921,6492.0,73156.0,0.0,0.0,0.0,920.0,3139.0,3139.0,3267.31,16584.0,186894.0,0.0,0.0,0.0,26.61,135.0,1522.0,,,,0.0,0.0,0.0,3950.782,20053.0,225989.0
2023-12-01,0.0,0.0,0.0,1400.708,7110.0,83819.0,0.757,4.0,45.0,1160.0,3958.0,3958.0,3560.985,18075.0,213091.0,0.0,0.0,0.0,20.576,104.0,1231.0,,,,0.0,0.0,0.0,3877.662,19682.0,232041.0
2024-01-01,0.0,0.0,0.0,1604.492,8144.0,96226.0,0.0,0.0,0.0,1087.0,3709.0,3709.0,3855.682,19571.0,231236.0,0.0,0.0,0.0,15.519,79.0,931.0,,,,0.0,0.0,0.0,3807.528,19326.0,228348.0
2024-02-01,0.0,0.0,0.0,1604.249,8143.0,91842.0,0.0,0.0,0.0,765.0,2610.0,2610.0,3544.706,17992.0,202932.0,0.0,0.0,0.0,12.96,66.0,742.0,,,,0.0,0.0,0.0,3445.254,17487.0,197238.0
2024-03-01,0.0,0.0,0.0,1725.371,8758.0,97500.0,0.0,0.0,0.0,699.0,2385.0,2385.0,3394.585,17230.0,191827.0,0.0,0.0,0.0,15.089,77.0,853.0,,,,0.0,0.0,0.0,3642.097,18487.0,205814.0
2024-04-01,0.0,0.0,0.0,1614.39,8194.0,92755.0,0.0,0.0,0.0,1101.0,3757.0,3757.0,3020.548,15332.0,173546.0,0.0,0.0,0.0,13.689,69.0,786.0,,,,0.0,0.0,0.0,3308.419,16793.0,190085.0
2024-05-01,0.0,0.0,0.0,1646.949,8360.0,95666.0,0.0,0.0,0.0,1572.0,5364.0,5364.0,3999.771,20302.0,232334.0,0.0,0.0,0.0,17.323,88.0,1006.0,,,,0.0,0.0,0.0,2128.792,10805.0,123655.0
2024-06-01,0.0,0.0,0.0,1537.154,7802.0,87796.0,0.0,0.0,0.0,1589.0,5422.0,5422.0,2485.382,12615.0,141956.0,0.0,0.0,0.0,17.66,90.0,1009.0,,,,0.0,0.0,0.0,3215.831,16323.0,183676.0
2024-07-01,0.0,0.0,0.0,1640.35,8326.0,92949.0,0.0,0.0,0.0,1360.0,4640.0,4640.0,2424.862,12308.0,137403.0,0.0,0.0,0.0,23.054,117.0,1306.0,,,,0.0,0.0,0.0,3396.312,17239.0,192450.0
2024-08-01,0.0,0.0,0.0,1111.45,5641.0,60237.0,0.0,0.0,0.0,1090.0,3719.0,3719.0,2699.084,13700.0,146281.0,0.0,0.0,0.0,18.803,95.0,1019.0,,,,0.0,0.0,0.0,2712.227,13767.0,146993.0
2024-09-01,0.0,0.0,0.0,1840.933,9344.0,93895.0,0.0,0.0,0.0,1082.0,3692.0,3692.0,2668.967,13547.0,136128.0,0.0,0.0,0.0,30.483,155.0,1555.0,,,,0.0,0.0,0.0,3410.901,17313.0,173970.0
2024-10-01,0.0,0.0,0.0,2011.144,10208.0,109208.0,0.0,0.0,0.0,602.0,2054.0,2054.0,2985.413,15153.0,162113.0,0.0,0.0,0.0,30.92,157.0,1679.0,,,,0.0,0.0,0.0,3451.972,17521.0,187448.0
2024-11-01,0.0,0.0,0.0,1807.95,9177.0,102114.0,0.0,0.0,0.0,1008.0,3439.0,3439.0,3275.602,16626.0,185008.0,0.0,0.0,0.0,34.514,175.0,1949.0,,,,0.0,0.0,0.0,3470.857,17617.0,196036.0
2024-12-01,0.0,0.0,0.0,1997.244,10138.0,113933.0,0.0,0.0,0.0,1118.0,3815.0,3815.0,3696.586,18763.0,210873.0,0.0,0.0,0.0,50.136,254.0,2860.0,,,,0.0,0.0,0.0,3767.806,19125.0,214936.0
